Kategorie;Epoche;Schwierigkeit;Komponist;Titel;Besetzung;Verlag
Klavier Solo ;Neue Musik;leicht;Françaix, Jean;Zehn Stücke für Kinder zum Spielen und Träumen (1975);Klavier;Schott ED 6665
Klavier Solo ;Neue Musik;leicht;Füssl, Karl Heinz;Fünf Töne-Fünf Finger;Klavier;Universal Edition 13 679
Klavier Solo ;Neue Musik;leicht;Genzmer, Harald;Kleines Klavierbuch;Klavier;Schott ED 1054
Klavier Solo ;Neue Musik;leicht;Hahn, Philipp;Sonatine (1999/2000);Klavier;Dohr 99692
Klavier Solo ;Neue Musik;leicht;Hallgrímsson, Haflidi;Sketches in Time. Sieben Stücke (1993);Klavier;Music Sales CH 60927
Klavier Solo ;Neue Musik;leicht;Hess, Willy;Notenbuch für Sandra. 24 leichte Stücke (1982) op. 109;Klavier;Amadeus Verlag BP 2099
Klavier Solo ;Neue Musik;leicht;Hessenberg, Kurt;Kleine Hausmusik op. 24;Klavier;Schott ED 2834
Klavier Solo ;Neue Musik;leicht;Hessenberg, Kurt;Sieben kleine Klavierstücke op. 12;Klavier;Schott ED 2882
Klavier Solo ;Neue Musik;leicht;Hessenberg, Kurt;Zehn kleine Präludien op. 35;Klavier;Schott ED 1403
Klavier Solo ;Neue Musik;leicht;Hindemith, Paul;Wir bauen eine Stadt (1931);Klavier;Schott ED 2200
Klavier Solo ;Neue Musik;leicht;Höller, Karl;Sonatine op. 58,1;Klavier;Schott ED 4817
Klavier Solo ;Neue Musik;leicht;Ibert, Jacques;Der kleine weisse Esel (Histoires Nr. 2);Klavier;Leduc in AL 16512
Klavier Solo ;Neue Musik;leicht;Ibert, Jacques;Petite suite en 15 images (1943);Klavier;"Hug &amp; Co FF 7218"
Klavier Solo ;Neue Musik;leicht;Jolivet, André;Chansons naives (1951);Klavier;Billaudot PN 6122
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;10 Kinderstücke op. 27,2;Klavier;Sikorski 2111
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;15 Kinderstücke op. 27;Klavier;Sikorski 2104, 2111, pet 4719
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;24 kleine Stücke op. 39;Klavier;Sikorski 2142
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;Fünf leichte Variationen op. 51;Klavier;Sikorski 2116
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;Leichte Klavierstücke (op. 14, 27, 39, 51, 60);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0101081"
Klavier Solo ;Neue Musik;leicht;Kabalewski, Dmitri;Leichte Variationen op. 40,1-2;Klavier;Sikorski 2143
Klavier Solo ;Neue Musik;leicht;Kadosa, Pál;Sechs kleine Präludien op. 35a;Klavier;Universal Edition 11727
Klavier Solo ;Neue Musik;leicht;Kelemen, Milko;Der Esel geht am Meer spazieren;Klavier;Peters 5813
Klavier Solo ;Neue Musik;leicht;Kodály, Zoltán;Kindertänze. Zwölf Stücke;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100358"
Klavier Solo ;Neue Musik;leicht;Koringer, Franz;Südosteuropäische Bauerntänze;Klavier;Doblinger 01369
Klavier Solo ;Neue Musik;leicht;Lischka, Rainer;Allez hopp. Sechzehn Klavierstücke für Kinder;Klavier;Peters 9416
Klavier Solo ;Neue Musik;leicht;Lutoslawski, Witold;Album für die Jugend. Zwei Studien;Klavier;Music Sales CH 59287
Klavier Solo ;Neue Musik;leicht;Margola, Franco;Berceuse H-dur;Klavier;Zerboni Suvini 4310
Klavier Solo ;Neue Musik;leicht;Martinu, Bohuslav;Bagatelle;Klavier;Max Eschig 7640
Klavier Solo ;Neue Musik;leicht;Martinu, Bohuslav;Leichte Klavierkompositionen;Klavier;Breitkopf und Härtel BG 962
Klavier Solo ;Neue Musik;leicht;Martinu, Bohuslav;Marionetten I-III;Klavier;Bärenreiter BA 8195
Klavier Solo ;Neue Musik;leicht;Marx, Karl;Klavierbüchlein für Peter. 14 Stücke (1948);Klavier;Bärenreiter BA 1428
Klavier Solo ;Neue Musik;leicht;Medek, Tilo;Blicke aus dem Feuerschlösschen. 8 Stücke für Jugendliche (1981/1982);Klavier;Moeck 4503
Klavier Solo ;Neue Musik;leicht;Milhaud, Darius;Accueil Amical. 17 sehr kurze Stücke (1944-1948);Klavier;Leduc HE 31644
Klavier Solo ;Neue Musik;leicht;Molkhou, Manuel;Prélude de Juin;Klavier;Leduc AL 29254
Klavier Solo ;Neue Musik;leicht;Papp, Lajos;27 kleine Klavierstücke;Klavier;Editio Musica Budapest 5704 (Hrsg: Czövek)
Klavier Solo ;Neue Musik;leicht;Poot, Marcel;Gute Reise (bon voyage). 10 leichte Klavierstücke;Klavier;Universal Edition 13828
Klavier Solo ;Neue Musik;leicht;Poser, Hans;Musik für Ursula. 7 kleine Stücke op. 60;Klavier;Sikorski 0119
Klavier Solo ;Neue Musik;leicht;Poulenc, Francis;"Valse (aus ""Album des Six"") (1919)";Klavier;Max Eschig E 1959 D
Klavier Solo ;Neue Musik;leicht;Poulenc, Francis;Villageoises. Petites pièces enfantines (1933);Klavier;Salabert RL 11878a/C4
Klavier Solo ;Neue Musik;leicht;Prokofjew, Sergej;Musiques d'enfants op. 65;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0101360"
Klavier Solo ;Neue Musik;leicht;Pärt, Arvo;Partita op. 2;Klavier;Universal Edition 30410
Klavier Solo ;Neue Musik;leicht;Pärt, Arvo;Zwei Sonatinen op. 1;Klavier;Universal Edition 30411
Klavier Solo ;Neue Musik;leicht;Robledo, Antonio;25 Sevillanas;Klavier;Kunzelmann
Klavier Solo ;Neue Musik;leicht;Rowley, Alec;Erholung. Kurze Klavierstücke im Umfang von 5 Tönen op. 37;Klavier;Peters 4323
Klavier Solo ;Neue Musik;leicht;Rowley, Alec;Von Elfen und Feen. Klavierstücke im Umfang von 5 Tönen op. 38;Klavier;Peters 4324
Klavier Solo ;Neue Musik;leicht;Sauguet, Henri;Pièces poétiques, Bd. 2;Klavier;Max Eschig 4516
Klavier Solo ;Neue Musik;leicht;Schostakowitsch, Dmitri;Tanz der Puppen. 7 Tänze;Klavier;Sikorski 2123
Klavier Solo ;Neue Musik;leicht;Schtschedrin, Rodion Konstantinowitsch;Heft für die Jugend. 15 Stücke;Klavier;Sikorski 2340
Klavier Solo ;Neue Musik;leicht;Sehlbach, Erich Oswald;Hortus matutinus (9 Klavierstücke), (1966) op. 107;Klavier;Möseler 18.456
Klavier Solo ;Neue Musik;leicht;Seifert, Frank;Phantasiestücke. Eine Erinnerung an den Pädagogen Chopin op. 16;Klavier;Antoni
Klavier Solo ;Neue Musik;leicht;Shoot, Vladislav;Kinderalbum (1975, rev. 1995);Klavier;Peters Bel 561
Klavier Solo ;Neue Musik;leicht;Skempton, Howard;Images (1989);Klavier;Oxford University Press 73698
Klavier Solo ;Neue Musik;leicht;Skempton, Howard;Piano-Pieces (1967-1973);Klavier;Faber Music 73694
Klavier Solo ;Neue Musik;leicht;Stockhausen, Karlheinz;Tierkreis (1975);Klavier;Stockhausen Verlag
Klavier Solo ;Neue Musik;leicht;Stojanov, Vesselin;20 Klavierstücke für die Jugend;Klavier;Peters 4751
Klavier Solo ;Neue Musik;leicht;Strawinsky, Igor;Les cinq doigts. Acht leichte Stücke (1922);Klavier;Shawnee Press CH 02090
Klavier Solo ;Neue Musik;leicht;Strawinsky, Soulima;Klaviermusik für Kinder I und II;Klavier;Peters 6127, 6128
Klavier Solo ;Neue Musik;leicht;Szelényi, István;Vierzig kleine Klavierstücke I/II;Klavier;Editio Musica Budapest 2577, 2578
Klavier Solo ;Neue Musik;leicht;Tailleferre, Germaine;Fleurs de France;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock L 0101528"
Klavier Solo ;Neue Musik;leicht;Takács, Jenö;Für mich op. 76;Klavier;Doblinger 01 311
Klavier Solo ;Neue Musik;leicht;Takács, Jenö;Kleine Sonate (1940) op. 51;Klavier;Universal Edition 01 512
Klavier Solo ;Neue Musik;leicht;Takács, Jenö;Von fremden Ländern und Menschen (1937) op. 37;Klavier;Doblinger 10 929
Klavier Solo ;Neue Musik;leicht;Takács, Jenö;Von Nah und Fern. 21 leichte Klavierstücke (1983) op. 111;Klavier;Universal Edition 18042
Klavier Solo ;Neue Musik;leicht;Tansman, Alexandre;10 leichte Klavierstücke;Klavier;Universal Edition 14559
Klavier Solo ;Neue Musik;leicht;Tansman, Alexandre;Pour les enfants. Heft 1-2;Klavier;Max Eschig 4089
Klavier Solo ;Neue Musik;leicht;Thomson, Virgil;Sonate Nr. 3 (1930), Nr. 4 (1940);Klavier;Peer SMP 2360-5, 23364-6
Klavier Solo ;Neue Musik;leicht;Tscherepnin, Alexander;Èpisodes (1919/1920);Klavier;Leduc HE 28419
Klavier Solo ;Neue Musik;leicht;Villa-lobos, Heitor;At The Bottom Of My Garden;Klavier;
Klavier Solo ;Neue Musik;leicht;Villa-Lobos, Heitor;Ciraninhas. 5 leichte Stücke (1926);Klavier;Max Eschig 2854-2858
Klavier Solo ;Neue Musik;leicht;Villa-Lobos, Heitor;Suite infantil I, II (1912, 1913);Klavier;Schott ED 7569, 7570
Klavier Solo ;Neue Musik;leicht;Wayward, Wanda;Forgotten Creatures-Vergessene Urtiere;Klavier;Bärenreiter BA 6657
Klavier Solo ;Neue Musik;leicht;Weber, Raymond;Èquivoques. Pièces brèves;Klavier;Leduc AL 27385
Klavier Solo ;Neue Musik;leicht;Webern, Anton;Kinderstück (1924);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100795"
Klavier Solo ;Romantik, Impressionismus;leicht;Bortkiewicz, Sergej;Aus Andersens Märchen op. 30,1-12;Klavier;Rahter EE 1011
Klavier Solo ;Romantik, Impressionismus;leicht;Brahms, Johannes;Leichte Klavierstücke und Tänze;Klavier;Bärenreiter BA 6566
Klavier Solo ;Romantik, Impressionismus;leicht;Chopin, Frédéric;Leichte Klavierstücke und Tänze;Klavier;Bärenreiter BA 6565
Klavier Solo ;Romantik, Impressionismus;leicht;Czerny, Carl;Sechs leichte Sonatinen op. 163;Klavier;Schott ED 9035
Klavier Solo ;Romantik, Impressionismus;leicht;Debussy, Claude;Le petit Nègre;Klavier;Peters 7285
Klavier Solo ;Romantik, Impressionismus;leicht;Debussy, Claude;The little Shepherd (Children's Corner Nr. 5);Klavier;Peters 9159c
Klavier Solo ;Romantik, Impressionismus;leicht;Franck, Cesar;Chant De La Creuse;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Gade, Niels Wilhelm;Akvareller. 10 Klavierstücke in 2 Heften (1849, 1850) op.19;Klavier;Peters 3532
Klavier Solo ;Romantik, Impressionismus;leicht;Granados, Enrique;El Fantasma Op.1 No.8;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;Album de Nina op. 141;Klavier;Max Eschig 4806
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;Arabesques. 10 pièces op. 150;Klavier;Max Eschig 5261
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;Der Tag des Kindes. 10 Stücke op. 109;Klavier;Schott ED 1414
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;Glasperlen. 12 Stücke op. 123;Klavier;Schott ED 1518
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;Tautropfen. 9 Stücke op. 127a;Klavier;Schott ED 2176
Klavier Solo ;Romantik, Impressionismus;leicht;Gretschaninov, Alexander Tichonovitsch;The Gretchaninoff Collection. 20 Pieces;Klavier;Schott SMC 536
Klavier Solo ;Romantik, Impressionismus;leicht;Grieg, Edvard;Acht lyrische Stücke;Klavier;Breitkopf und Härtel 6761
Klavier Solo ;Romantik, Impressionismus;leicht;Grieg, Edvard;Cattle-call Op.66 No.1;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Grieg, Edvard;Lyrische Stücke op. 12;Klavier;Peters 1269, sch ED 4696, HN 619
Klavier Solo ;Romantik, Impressionismus;leicht;Gurlitt, Cornelius;Leichte Vortragsstücke;Klavier;Breitkopf und Härtel 8028 (Hrsg: Walter)
Klavier Solo ;Romantik, Impressionismus;leicht;Haas, Joseph;Stücke für die Jugend op. 69;Klavier;Schott ED 1409
Klavier Solo ;Romantik, Impressionismus;leicht;Hofmann, Heinrich;Waldvoglein Op.77 No.15;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Juon, Paul;Petite valse op. 1,6;Klavier;Lienau 21080
Klavier Solo ;Romantik, Impressionismus;leicht;Kirchner, Theodor;Miniaturen op. 62;Klavier;Peters ABRSM 2263
Klavier Solo ;Romantik, Impressionismus;leicht;Koechlin, Charles;Dix petites pièces paciles (1920) op. 61B;Klavier;Salabert EMS 4344
Klavier Solo ;Romantik, Impressionismus;leicht;Kullak, Theodor;Die Wanduhr Op.62 No.2;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Kullak, Theodor;Kinderleben op. 62, 81;Klavier;Peters 3396
Klavier Solo ;Romantik, Impressionismus;leicht;Mendelssohn Bartholdy, Felix;Sechs Kinderstücke op. 72;Klavier;Heinrichhofens 555, HN 221
Klavier Solo ;Romantik, Impressionismus;leicht;Moszkowski, Moritz;"Menuett (aus ""Dix Pièces mignonnes"") op. 77,10";Klavier;Schott ED 09729
Klavier Solo ;Romantik, Impressionismus;leicht;Moszkowski, Moritz;Tarantelle (aus: Dix pièces mignonnes) op. 77,6;Klavier;Schott ED 09722
Klavier Solo ;Romantik, Impressionismus;leicht;Ravel, Maurice;Prélude (1913) a-moll;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101291"
Klavier Solo ;Romantik, Impressionismus;leicht;Sandre, Gustave;Petits Bateaux Sur L'eau;Klavier;
Klavier Solo ;Romantik, Impressionismus;leicht;Satie, Erik;Leichte Klavierstücke und Tänze;Klavier;Bärenreiter BA 6574
Klavier Solo ;Romantik, Impressionismus;leicht;Schmitt, Florent;Petites Musiques (1906) op. 32;Klavier;Max Eschig LS 3357
Klavier Solo ;Romantik, Impressionismus;leicht;Schubert, Franz;Scherzo Nr. 1 B-Dur D 593,1;Klavier;Schott ED 0708
Klavier Solo ;Romantik, Impressionismus;leicht;Schubert, Franz;Sämtliche Tänze I und II;Klavier;Henle 74, 76, sch UT 50 021
Klavier Solo ;Romantik, Impressionismus;leicht;Schubert, Franz;Tänze (Auswahl);Klavier;Henle 125
Klavier Solo ;Romantik, Impressionismus;leicht;Schubert, Franz;Wiener Tänze und Stücke;Klavier;Schott ED 3933
Klavier Solo ;Romantik, Impressionismus;leicht;Scott, Cyril;Der Zoo;Klavier;Schott ED 2115
Klavier Solo ;Romantik, Impressionismus;leicht;Sibelius, Jean;Berceuse op. 40,5;Klavier;Breitkopf und Härtel 4485
Klavier Solo ;Romantik, Impressionismus;leicht;Sinding, Christian;Serenade op. 33,4;Klavier;Peters 2974b
Klavier Solo ;Romantik, Impressionismus;leicht;Tschaikowsky, Peter Iljitsch;Jugendalbum op. 39,1-24;Klavier;Breitkopf und Härtel 4028 (Hrsg: Klengel), EMB 6715
Klavier Solo Sammelwerke;Avantgarde;leicht;Sammelband;More Beginning Piano Solos. 100 einfache Originalstücke;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock CF 0106241"
Klavier Solo Sammelwerke;Barock;leicht;Sammelband;Alte Meister;Klavier;Peters 5028 (Hrsg: Besser)
Klavier Solo Sammelwerke;Barock;leicht;Sammelband;Die polyphone Klavierfibel I und II;Klavier;Doblinger 01011, 01012 (Hrsg: Scholz)
Klavier Solo Sammelwerke;Barock;leicht;Sammelband;Die polyphone Klavierfibel II und III;Klavier;Doblinger 01012, 01013 (Hrsg: Scholz)
Klavier Solo Sammelwerke;Barock;leicht;Sammelband;Polyphones Klavierspiel I;Klavier;Schott ED 5451 (Hrsg: Emonts)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Bärenreiter Sonatinen-Album I, II;Klavier;Bärenreiter BA 6545, 6549 (Hrsg: Wolters)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Das neue Sonatinenbuch (Vorstufe);Klavier;Schott ED 2891 (Hrsg: Frey)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Die Sonatine;Klavier;Doblinger 01 021 (Hrsg: Scholz/Gurtner)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Elsässisches Notenbuch I;Klavier;Zimmermann 22090 (Hrsg: Schmalfuß)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Klassische Klaviermusik I;Klavier;Birnbach 6 a (Hrsg: Frickert)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Klaviermusik des 17. und 18. Jahrhunderts I;Klavier;"Hug &amp; Co GH 7714 (Hrsg: Herrmann)"
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Leichte Miniaturen;Klavier;Benjamin Anton Musikverlage EE 3290 (Hrsg: Frickert)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Piano Kids Classic Fun. Originalstücke der klassischen  Klaviermusik, die Spaß machen;Klavier;Schott ED 8946
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Sonatinenalbum I und II;Klavier;Heinrichhofens 179 a, b (Hrsg: Wiehmayer)
Klavier Solo Sammelwerke;Klassik;leicht;Sammelband;Sonatinenalbum I und II;Klavier;Birnbach 2 a, b (Hrsg: Heller/Irmer)
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Das junge Konzert I und II;Klavier;Heinrichhofens 1432, 1433 (Hrsg: Heinrichhofenslbut)
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Die Welt der Tonarten;Klavier;Doblinger 01393
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Für junge Pianisten I und II;Klavier;Breitkopf und Härtel DV 32050, 32051
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Jugend spielt Zeitgenossen;Klavier;Peters 5245 b (Hrsg: Frickert)
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Klaviermusik für Anfänger I, II;Klavier;Editio Musica Budapest 6731, 12619 (Hrsg: Szavai/Veszpremi)
Klavier Solo Sammelwerke;Neue Musik;leicht;Sammelband;Von Bartók bis Strawinsky;Klavier;Schott ED 4769 (Hrsg: Emonts)
Klavier Solo Sammelwerke;Renassaince;leicht;Sammelband;Musik aus früher Zeit (1350-1650) I;Klavier;Schott ED 2341 (Hrsg: Apel)
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Finnische Pianomusik für die Jugend;Klavier;Fazer Music
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leicht, lustig, lehrreich (Klavierstücke aus drei Jahrhunderten);Klavier;Breitkopf und Härtel 6547 (Hrsg: Walter)
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leichte Klaviermusik aus aller Welt;Klavier;Peer 3219
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leichte Klaviermusik aus vier Jahrhunderten I;Klavier;Breitkopf und Härtel 8392 (Hrsg: Walter)
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leichte Klaviermusik der Romantik und Nachromantik;Klavier;Schott ED 4748 (Hrsg: Emonts)
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leichte Klavierstücke des klassischen und romantischen Zeitalters;Klavier;Henle 135 (Hrsg: Georgii)
Klavier Solo Sammelwerke;Romantik, Impressionismus;leicht;Sammelband;Leichte Klavierstücke und Sonatinen des 17.-20. Jahrhunderts;Klavier;Schott ED 6806 (Hrsg: Schwerdtner)
Klavier vierhändig;Barock;leicht;Händel, Georg Friedrich;Zwey Fugen für zwey Personen auf einem Clavier;1 Klavier 4händig;Heinrichhofens 187
Klavier vierhändig;Klassik;leicht;Bach, Johann Christian;Rondo F-Dur;1 Klavier 4händig;Schott ED 08 308
Klavier vierhändig;Klassik;leicht;Bach, Johann Christian;Sonate C-Dur op. 18,5;1 Klavier 4händig;Benjamin Anton Musikverlage EE 3060
Klavier vierhändig;Klassik;leicht;Beethoven, Ludwig van;Sonate D-Dur op. 6;1 Klavier 4händig;Peters in 285
Klavier vierhändig;Klassik;leicht;Diabelli, Anton;Jugendfreuden. 6 Sonatinen op. 163;1 Klavier 4händig;Universal Edition 115
Klavier vierhändig;Klassik;leicht;Diabelli, Anton;Rondo op. 152;1 Klavier 4händig;Peters in 2441
Klavier vierhändig;Klassik;leicht;Haydn, Joseph;Zwölf deutsche Tänze;1 Klavier 4händig;Heinrichhofens 188
Klavier vierhändig;Klassik;leicht;Kuhlau, Friedrich;Sechs Sonatinen op. 44, op. 66;1 Klavier 4händig;Peters 728
Klavier vierhändig;Klassik;leicht;Mozart, Wolfgang Amadeus;Sonate C-Dur KV 19 d;1 Klavier 4händig;Schott ED 4285, bär BA 4786, HN in 92
Klavier vierhändig;Klassik;leicht;Türk, Daniel Gottlob;Tonstücke für vier Hände II;1 Klavier 4händig;Schott ED 2297
Klavier vierhändig;Klassik;leicht;Vanhal, Johann Baptist;24 kleine Duette;1 Klavier 4händig;Schott ED 9027
Klavier vierhändig;Neue Musik;leicht;Allerme, Jean-Marc;Pianottes, Bd. 1;1 Klavier 4händig;Combre Editions C 5514
Klavier vierhändig;Neue Musik;leicht;Allerme, Jean-Marc;Pianottes, Bd. 2;1 Klavier 4händig;Combre Editions C 5515
Klavier vierhändig;Neue Musik;leicht;Borris, Siegfried;Aufzug, Divertimento und Sonatine;1 Klavier 4händig;Heinrichhofens 8667
Klavier vierhändig;Neue Musik;leicht;Casella, Alfredo;Pupazzetti. 5 Pezzi facile per pianoforte a 4 mani (1918) op. 27;1 Klavier 4händig;Ricordi 116742
Klavier vierhändig;Neue Musik;leicht;Daniel-Lesur, Jean Yves;Le bouquet de Béatrice. Cinq chancons enfantines (1946);1 Klavier 4händig;Durand
Klavier vierhändig;Neue Musik;leicht;Dichler, Josef;Drei Kinderszenen;1 Klavier 4händig;Doblinger 09 816
Klavier vierhändig;Neue Musik;leicht;Genzmer, Harald;Erstes Spielbuch;1 Klavier 4händig;Schott ED 2758
Klavier vierhändig;Neue Musik;leicht;Heilbut, Peter;Sonatina brevis;1 Klavier 4händig;Heinrichhofens 1344
Klavier vierhändig;Neue Musik;leicht;Hempel, Christoph;Klavier zu zweit I, II;1 Klavier 4händig;Schott ED 7423, 7424
Klavier vierhändig;Neue Musik;leicht;Kadosa, Pál;Little Suite op. 49c;1 Klavier 4händig;Editio Musica Budapest 2601
Klavier vierhändig;Neue Musik;leicht;Laburda, Jirí;Suite facile (1996);1 Klavier 4händig;Combre Editions 5713
Klavier vierhändig;Neue Musik;leicht;Paporisz, Yoram;Begegnungen am Klavier;1 Klavier 4händig;Heinrichhofens 9027
Klavier vierhändig;Neue Musik;leicht;Papp, Lajos;Childrens Songs from Europe. 46 Pieces;1 Klavier 4händig;Editio Musica Budapest 13218
Klavier vierhändig;Neue Musik;leicht;Seiber, Mátyás;Leichte Tänze;1 Klavier 4händig;Schott ED 2529
Klavier vierhändig;Neue Musik;leicht;Strawinsky, Igor;Five easy pieces (1916/1917);1 Klavier 4händig;Shawnee Press CH 02909
Klavier vierhändig;Neue Musik;leicht;Sári, József;Schritt für Schritt;1 Klavier 4händig;Editio Musica Budapest 12502
Klavier vierhändig;Neue Musik;leicht;Tansman, Alexandre;Les Jeunes au Piano II;1 Klavier 4händig;Max Eschig 6577
Klavier vierhändig;Neue Musik;leicht;Weiner, Leó;Drei kleine Klavierstücke op. 36;1 Klavier 4händig;Editio Musica Budapest 13
Klavier vierhändig;Romantik, Impressionismus;leicht;Bruckner, Anton;Drei kleine Stücke;1 Klavier 4händig;Schott ED 09 194
Klavier vierhändig;Romantik, Impressionismus;leicht;Loeschhorn, Carl Albert;15 Klavierstücke zu 4 Händen. Zum Unterricht für Anfänger op. 86;1 Klavier 4händig;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0200215"
Klavier vierhändig;Romantik, Impressionismus;leicht;Rachmaninow, Sergej;Romance;1 Klavier 4händig;Sikorski 1558
Klavier vierhändig;Romantik, Impressionismus;leicht;Schmitt, Florent;Une semaine du petit elfe ferme-L'oel op. 58;1 Klavier 4händig;Durand 8613
Klavier vierhändig;Romantik, Impressionismus;leicht;Schubert, Franz;Kindermarsch G-Dur D 928;1 Klavier 4händig;Henle 98, pet in 155
Klavier vierhändig;Romantik, Impressionismus;leicht;Schubert, Franz;Ländler;1 Klavier 4händig;Schott ED 2338
Klavier vierhändig;Romantik, Impressionismus;leicht;Schubert, Franz;Ländler und Stücke;1 Klavier 4händig;Peters 4480
Klavier vierhändig;Romantik, Impressionismus;leicht;Schubert, Franz;Tänze;1 Klavier 4händig;Peters 719
